,candidate_id,rt_gs_2,rt_gs_3,rt_gs_4,rt_gs_5,rt_gs_6,rt_gs_7,rt_gs_8,rt_gs_9,rt_gs_10,rt_gs_11,rt_gs_12,rt_gs_13,rt_gs_14,rt_gs_15,rt_gs_16,rt_gs_17,rt_gs_18,rt_gs_19,rt_gs_20,rt_total,gs_1,gs_2,gs_3,gs_4,gs_5,gs_6,gs_7,gs_8,gs_9,gs_10,gs_11,gs_12,gs_13,gs_14,gs_15,gs_16,gs_17,gs_18,gs_19,gs_20,sum_score,gender,home_computer,state,age
313,314,27,48,17,40,37,820,1337,29,14,498,19,41,13,5,15,18,10,15,8,3011,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,19,Female,No,UT,38
314,315,32,31,11,12,23,59,15,53,16,27,14,46,9,5,10,19,7,10,14,413,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,19,Male,No,KY,34
315,316,17,13,76,8,24,54,22,106,22,73,11,1032,17,4,10,10,3,8,4,1514,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,18,Male,Yes,AZ,27
316,317,25,19,8,25,19,34,10,25,12,12,9,40,8,4,7,23,9,7,6,302,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,19,Female,No,WA,55
317,318,22,46,23,59,18,55,19,78,38,27,15,74,11,5,13,18,6,31,9,567,0,1,0,0,1,1,1,0,1,1,1,1,0,1,1,0,1,1,1,1,14,Female,Yes,CA,21
318,319,24,15,14,18,18,54,18,37,14,26,15,52,12,7,9,30,6,14,7,390,1,1,0,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,18,Female,Yes,NY,26
319,320,13,14,9,10,11,21,7,31,11,26,13,79,10,4,7,8,11,8,5,298,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,20,Female,Yes,FL,29
320,321,33,31,11,12,20,52,23,52,20,26,17,19,37,7,10,24,10,15,7,426,1,1,1,1,1,0,1,1,0,0,1,1,0,1,1,1,0,1,1,1,15,Male,Yes,CA,35
321,322,10,13,12,8,10,46,10,39,17,17,15,24,8,7,7,14,8,11,6,282,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1,1,1,18,Female,Yes,CA,19
322,323,36,41,16,14,25,77,11,90,20,153,25,147,43,6,12,66,10,13,5,810,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,18,Male,Yes,MO,41
323,324,21,32,11,16,21,51,15,44,17,32,16,56,11,7,8,18,7,19,6,408,0,1,1,1,1,0,1,1,1,1,1,1,0,1,1,1,1,1,1,1,17,Female,Yes,IA,30
324,325,36,32,11,13,57,59,12,35,16,36,15,46,11,7,19,18,6,11,5,445,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,19,Male,Yes,AZ,32
325,326,17,22,10,9,15,32,21,30,14,17,11,30,8,4,7,19,7,16,5,294,1,1,0,1,1,0,1,0,1,1,1,1,1,1,1,1,1,1,0,1,16,Male,Yes,MI,27
326,327,18,18,11,15,14,34,15,36,19,21,14,22,16,21,8,10,7,8,7,314,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,18,Male,No,NY,37
327,328,37,43,15,48,122,45,18,47,17,22,17,27,12,7,8,19,24,15,9,552,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,19,Female,No,NV,48
328,329,22,15,7,8,13,25,10,51,9,25,13,32,9,5,7,32,6,21,29,339,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,19,Female,Yes,NJ,27
329,330,19,179,13,15,52,183,15,41,11,57,15,409,11,6,8,6,9,7,7,1063,1,1,0,1,1,1,0,1,1,0,1,1,1,1,1,1,1,1,1,1,17,Female,No,GA,26
330,331,39,35,19,20,26,61,16,68,41,35,34,93,23,13,12,38,9,26,8,616,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,1,18,Male,Yes,MN,38
331,332,42,46,16,13,33,72,18,87,34,41,31,128,32,10,15,38,12,17,11,696,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,20,Female,No,CA,55
332,333,21,37,13,17,25,77,15,65,59,51,50,66,12,31,16,14,8,20,12,609,1,1,0,1,0,1,1,1,0,1,1,1,0,1,1,1,1,1,1,1,16,Male,Yes,WV,29
333,334,29,18,6,18,24,31,15,21,11,80,62,45,10,5,12,10,5,8,6,416,1,1,1,1,0,1,1,1,1,1,1,1,0,0,1,0,1,1,1,1,16,Female,Yes,NE,32
334,335,19,20,12,11,18,41,11,78,10,26,13,31,9,5,7,19,7,9,7,353,1,1,0,1,1,1,0,1,1,1,0,1,1,1,1,1,0,1,1,1,16,Female,Yes,CA,35
335,336,24,25,13,12,29,53,15,40,18,36,17,37,14,5,14,23,7,11,5,398,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,20,Male,Yes,AK,19
336,337,19,27,11,13,44,89,21,64,23,49,18,64,15,8,10,30,10,10,11,536,0,1,1,1,1,1,1,1,1,0,1,1,0,1,1,0,0,1,1,1,15,Female,No,CA,62
337,338,43,23,13,15,17,46,20,79,38,18,117,77,10,6,11,31,9,15,6,594,1,1,1,1,1,1,1,0,1,1,1,1,0,1,1,1,1,1,1,1,18,Female,Yes,NC,25
338,339,28,24,14,9,16,74,20,45,11,43,20,81,15,4,8,45,9,11,5,482,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,20,Male,No,VA,45
339,340,24,31,10,10,16,49,12,53,11,41,15,47,13,6,8,26,8,13,10,403,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1,1,18,Female,No,MA,60
340,341,26,11,6,6,12,279,14,96,11,10,52,196,6,3,5,7,196,5,2,943,1,1,1,1,1,1,1,0,0,1,1,1,0,1,1,1,1,1,1,1,17,Male,Yes,NY,29
341,342,69,27,16,12,32,92,75,65,22,43,26,56,29,7,17,27,10,16,14,655,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,19,Male,Yes,NJ,34
342,343,25,23,11,12,15,69,22,56,13,18,18,57,11,5,15,29,8,11,11,429,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,20,Male,Yes,CA,22
343,344,19,60,9,14,90,41,10,35,14,18,11,40,8,4,6,14,6,9,4,412,1,0,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,17,Male,Yes,NJ,35
344,345,33,50,29,16,21,58,17,45,35,63,32,43,24,12,16,24,14,13,11,556,1,0,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,18,Male,No,MT,53
345,346,811,34,14,19,30,91,12,92,12,64,34,50,13,5,13,34,80,9,5,1422,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,20,Female,Yes,AL,30
346,347,13,22,9,14,13,41,8,62,13,31,8,41,9,4,7,12,7,10,5,329,1,1,0,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,1,17,Female,Yes,AZ,29
347,348,21,21,18,23,19,55,19,40,107,29,16,45,15,8,9,33,13,18,7,516,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1,1,0,0,0,1,15,Male,Yes,CA,28
348,349,20,25,10,7,12,44,19,32,13,20,14,47,11,4,6,8,7,9,4,312,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,20,Female,Yes,NJ,31
349,350,7,9,9,13,12,8,12,9,7,6,6,7,8,7,6,14,9,5,9,163,0,1,0,1,1,1,0,0,1,1,1,1,1,0,1,1,0,1,1,1,14,Male,No,CA,32
350,351,19,21,11,10,17,47,13,34,17,22,12,29,14,4,15,22,6,19,9,341,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1,1,18,Male,No,MI,45
351,352,6,6,8,5,9,8,8,129,79,108,21,70,21,7,11,26,10,17,7,556,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,0,1,1,1,17,Female,Yes,WI,30
352,353,34,31,51,36,58,11,15,20,16,7,27,57,26,9,38,30,13,36,11,526,1,0,0,0,1,0,0,1,0,1,0,1,0,0,1,0,0,1,1,1,9,Male,Yes,NY,20
353,354,45,69,25,64,26,84,32,78,38,71,46,61,29,6,10,26,21,16,10,757,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,0,0,1,1,16,Female,No,CA,53
354,355,38,22,14,13,15,49,19,55,11,34,20,55,9,8,26,20,10,10,9,437,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,20,Male,Yes,KY,23
355,356,22,165,10,9,19,66,16,45,11,29,22,35,17,6,7,7,5,12,5,508,1,1,1,1,1,1,0,1,1,1,1,1,0,1,1,1,1,1,1,1,18,Male,No,FL,37
356,357,48,36,10,12,20,47,11,50,32,141,15,41,12,4,9,14,6,8,4,520,1,0,0,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,17,Male,Yes,OH,27
357,358,18,20,19,24,19,44,13,53,21,53,25,39,12,5,21,15,7,16,6,430,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,1,1,1,17,Male,Yes,MI,22
358,359,23,16,14,9,14,33,14,55,20,20,15,31,13,11,12,19,10,10,6,345,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,19,Female,Yes,CO,29
359,360,30,96,17,41,24,97,16,39,9,24,9,75,10,10,20,21,27,16,9,590,1,0,1,1,1,1,0,1,0,0,1,0,1,1,1,1,0,0,1,1,13,Male,Yes,NC,28
360,361,39,20,12,17,22,51,12,89,27,38,49,42,10,6,13,16,11,23,12,509,1,1,1,1,1,1,0,1,0,1,1,1,0,1,1,1,1,1,1,1,17,Female,No,MS,41
361,362,51,79,11,22,77,120,32,106,41,55,27,125,34,10,35,30,17,27,14,913,1,1,0,1,1,0,1,1,1,1,1,1,0,1,1,1,1,1,1,1,17,Female,Yes,TX,27
362,363,28,31,14,10,12,48,11,46,20,24,12,31,9,4,7,14,9,10,6,346,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,19,Female,Yes,WA,34
363,364,18,25,9,14,15,24,10,26,11,40,10,38,7,3,12,18,7,10,5,302,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,18,Male,Yes,MN,38
364,365,2,3,4,2,2,2,2,4,2,3,1,3,2,4,6,3,6,8,4,63,1,0,0,0,1,0,1,1,1,0,0,0,1,0,1,1,1,1,1,1,12,Male,Yes,KY,25
365,366,30,44,13,12,30,53,19,64,13,23,15,68,22,7,15,23,10,15,6,482,1,1,0,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,18,Female,No,OK,35
366,367,15,29,10,21,13,41,21,52,17,21,16,31,15,8,11,21,11,11,11,375,1,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,18,Female,No,MI,59
367,368,32,25,10,10,12,54,12,104,10,20,15,37,8,5,14,16,5,13,7,409,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,19,Female,Yes,VA,42
368,369,26,39,28,15,23,44,13,51,14,43,21,41,12,5,7,17,7,8,6,420,1,1,1,1,1,1,1,0,1,1,0,1,0,1,1,1,1,1,1,1,17,Male,Yes,IN,26
369,370,37,29,15,14,25,78,16,71,29,41,28,52,13,8,14,24,11,14,11,530,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,19,Male,Yes,MT,40
370,371,86,23,10,22,18,138,29,98,26,21,14,42,15,6,15,15,9,16,6,609,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,20,Female,No,TX,53
371,372,21,13,10,8,14,42,20,32,17,35,23,45,20,6,10,15,14,14,7,366,0,1,1,1,1,1,0,1,1,1,0,1,0,1,1,1,0,1,1,1,15,Male,Yes,KS,29
372,373,18,20,10,8,17,27,18,58,9,33,11,38,7,3,8,16,6,11,11,329,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1,1,18,Male,Yes,DE,25
373,374,226,56,44,14,67,179,14,59,23,42,19,173,18,10,7,28,8,33,24,1044,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,20,Female,Yes,IN,39
374,375,22,18,9,10,20,45,13,48,14,41,10,33,10,5,7,12,9,11,6,343,1,1,0,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,18,Male,Yes,IL,30
375,376,38,24,7,10,7,30,10,8,28,14,7,15,8,5,7,12,9,6,6,251,1,1,0,0,1,1,0,1,0,1,0,1,1,1,1,1,1,1,1,1,15,Female,Yes,TN,25
376,377,8,12,8,7,13,6,25,79,18,24,15,56,14,14,11,16,14,18,14,372,1,1,0,1,1,1,0,1,1,1,1,1,0,1,1,1,1,0,0,1,15,Male,No,MA,45
377,378,52,43,17,43,16,34,32,21,83,21,51,67,10,7,11,14,9,18,9,558,1,1,1,1,1,1,0,1,1,1,1,1,0,1,1,1,1,1,1,1,18,Male,Yes,MI,39
378,379,19,15,9,8,16,46,11,55,13,26,34,34,7,6,9,11,6,12,5,342,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,19,Male,Yes,CT,31
379,380,20,104,9,17,28,56,12,56,14,47,33,69,18,28,23,44,8,9,9,604,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,20,Male,Yes,NC,45
380,381,95,20,11,10,15,29,10,50,14,22,14,40,8,4,7,16,5,10,5,385,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,20,Female,Yes,NV,32
381,382,20,7,16,11,6,7,10,13,10,9,14,23,9,6,8,6,5,8,5,193,1,1,0,0,1,0,0,1,0,1,0,0,0,1,1,1,1,1,1,1,12,Male,No,FL,39
382,383,10,16,12,18,17,31,17,27,12,17,9,11,10,4,12,14,12,17,6,272,1,1,1,1,0,1,0,1,0,1,1,1,1,1,1,0,1,1,1,1,16,Female,Yes,CA,28
383,384,31,65,37,35,134,122,41,67,10,47,51,24,18,5,42,58,11,15,8,821,1,0,0,1,1,1,1,1,0,1,1,0,0,1,1,1,1,1,1,1,15,Male,Yes,FL,37
384,385,36,52,5,12,6,25,23,35,15,9,10,14,9,4,7,15,12,11,7,307,0,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1,1,16,Male,Yes,HI,30
385,386,27,38,15,48,138,60,18,44,21,47,22,49,16,9,15,47,10,13,10,647,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,19,Female,No,OR,52
386,387,22,27,12,17,55,69,23,54,24,124,14,61,13,6,15,27,9,11,18,601,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,19,Male,Yes,NC,41
387,388,77,21,65,54,132,118,13,54,22,33,44,51,12,5,8,14,7,18,8,756,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,1,18,Female,Yes,NE,41
388,389,37,29,24,17,29,69,17,29,25,35,37,66,18,12,14,20,15,24,8,525,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,19,Female,No,TX,41
389,390,32,54,14,19,20,51,16,68,28,28,23,39,14,26,13,24,10,13,16,508,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,19,Male,Yes,CA,35
390,391,25,19,13,16,15,45,11,59,11,35,18,68,12,5,10,25,13,9,8,417,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,19,Female,Yes,MI,46
391,392,38,25,9,9,19,33,12,40,14,19,19,40,9,5,15,11,8,12,7,344,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,19,Female,Yes,SC,36
392,393,4,4,12,17,11,5,16,5,5,4,3,5,10,6,15,7,4,10,6,149,1,0,0,0,1,1,0,0,1,0,0,1,0,0,1,1,0,0,0,1,8,Male,Yes,AL,30
393,394,33,24,34,12,26,62,25,76,40,63,23,130,48,12,27,24,11,13,11,694,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,1,18,Male,Yes,AK,23
394,395,28,41,23,14,23,45,16,47,19,43,17,30,22,7,11,21,15,11,11,444,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,19,Female,No,TN,57
395,396,52,20,10,9,12,42,9,44,12,22,12,29,15,5,10,13,8,11,6,341,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,19,Female,No,UT,29
396,397,12,10,11,7,13,9,10,6,12,11,11,6,10,4,4,25,6,5,5,177,1,1,0,1,1,0,0,1,0,1,1,1,0,1,1,1,1,1,1,1,15,Male,Yes,MI,35
397,398,20,21,24,16,14,41,12,41,26,101,18,49,26,20,9,37,8,10,8,501,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,17,Male,Yes,WV,55
398,399,45,89,40,53,54,108,51,159,56,74,31,147,20,9,13,154,13,22,8,1146,0,1,1,1,1,1,1,0,0,1,1,1,0,1,1,1,0,1,1,1,15,Female,Yes,MA,60
399,400,25,98,18,53,75,57,13,95,89,37,19,59,20,9,11,33,45,13,10,779,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,18,Female,No,WA,52
400,401,39,38,23,33,25,73,16,79,43,37,22,50,24,6,17,20,25,17,12,599,1,1,0,1,1,0,1,1,1,1,1,1,1,1,1,1,0,0,1,1,16,Female,Yes,NY,48
401,402,25,18,27,19,17,62,12,47,16,32,21,41,22,6,12,42,6,15,6,446,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,19,Male,No,MI,49
402,403,197,38,33,24,19,58,31,66,17,37,23,59,15,8,14,20,11,12,6,688,1,1,0,1,1,1,1,0,1,1,0,1,1,1,1,1,1,1,1,1,17,Male,Yes,MD,30
403,404,35,35,20,19,19,56,17,48,19,23,21,42,17,6,11,21,8,9,9,435,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,19,Female,No,PA,56
404,405,17,33,8,51,35,240,11,42,7,15,12,54,7,5,10,16,8,9,5,585,0,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,18,Female,Yes,FL,40
405,406,19,21,13,14,221,23,125,35,12,7,16,44,23,6,7,12,13,8,7,626,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,1,18,Male,Yes,TN,30
406,407,23,14,8,11,21,33,10,47,9,21,13,28,10,5,16,12,8,7,5,301,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,18,Male,Yes,SD,26
407,408,27,41,10,22,26,54,14,56,19,33,13,55,15,7,17,20,11,26,13,479,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,19,Male,Yes,MI,34
408,409,12,21,19,9,33,26,14,41,13,47,27,33,7,4,5,14,6,8,5,344,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,19,Female,Yes,OH,26
409,410,12,12,7,7,15,15,14,38,10,20,10,28,7,3,7,14,5,10,5,239,0,1,1,1,1,1,1,0,1,1,1,1,0,1,1,1,0,1,1,1,16,Male,Yes,PA,30
410,411,40,86,10,11,64,50,9,85,30,24,15,37,22,4,10,12,12,14,4,539,1,1,1,1,1,0,1,1,1,1,1,1,0,1,1,1,1,1,1,1,18,Male,No,UT,62
411,412,48,91,29,87,23,103,28,86,19,33,32,57,32,7,21,96,33,21,14,860,1,1,1,0,1,0,0,0,0,1,1,1,0,0,1,1,1,0,0,1,11,Female,Yes,CA,26
412,413,20,25,18,10,19,42,8,40,12,36,21,41,24,6,15,19,10,13,6,385,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,19,Male,Yes,MI,32
413,414,15,13,6,5,14,29,8,32,8,12,10,30,9,3,9,6,6,7,4,226,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,20,Male,Yes,MN,27
414,415,48,35,12,13,22,44,13,47,18,25,17,72,16,8,13,30,9,22,9,473,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,19,Male,Yes,GA,34
415,416,337,31,16,13,19,61,18,66,14,19,17,44,14,5,9,27,10,9,11,740,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,20,Female,No,NC,54
416,417,23,25,12,17,30,155,25,106,15,51,48,70,22,29,13,11,9,20,8,689,1,1,1,0,1,0,1,1,1,1,1,0,0,1,1,1,0,1,1,1,15,Female,Yes,MD,26
417,418,14,20,9,5,12,35,6,42,15,23,10,22,11,4,9,11,11,12,4,275,1,1,1,1,1,1,1,1,1,0,0,1,0,1,1,1,0,0,1,1,15,Male,Yes,FL,25
418,419,21,30,20,12,28,44,17,67,32,52,32,57,29,7,16,52,19,28,8,571,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,0,0,1,1,16,Female,No,NY,35
419,420,19,20,9,9,15,41,16,41,18,18,15,28,11,7,7,14,6,8,9,311,0,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,17,Male,Yes,CA,44
420,421,23,17,10,10,13,34,16,40,16,40,15,32,8,5,8,15,6,9,5,322,1,1,0,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,18,Female,Yes,MI,36
421,422,22,17,11,8,12,35,9,41,13,21,13,20,8,5,10,12,7,8,6,278,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1,1,1,18,Male,No,RI,62
422,423,23,580,13,11,22,93,77,133,30,67,53,57,29,6,10,15,10,14,69,1312,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,18,Male,Yes,MI,24
423,424,11,17,9,17,13,26,12,24,8,15,10,30,6,4,6,12,10,7,5,242,0,1,1,1,1,1,1,1,0,1,1,1,0,1,1,1,0,1,1,1,16,Female,Yes,OH,19
424,425,22,22,17,19,14,52,17,32,18,19,13,44,26,4,11,21,15,11,6,383,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,20,Female,No,LA,43
425,426,38,22,16,20,23,33,27,52,35,69,30,36,24,11,11,18,12,14,10,501,1,0,1,1,1,1,0,0,1,1,0,1,0,1,1,1,1,1,1,1,15,Female,Yes,ME,46
426,427,33,41,8,9,16,49,11,55,11,33,15,52,10,4,13,22,12,9,5,408,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,19,Male,Yes,WI,30
427,428,33,18,18,30,17,37,15,49,21,30,16,32,33,8,17,19,13,10,7,423,1,0,1,1,1,1,1,1,0,1,0,1,0,1,1,1,1,1,1,1,16,Female,Yes,CA,30
428,429,20,28,19,9,25,43,12,43,19,15,14,46,15,9,11,23,6,9,8,374,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,19,Female,No,NC,55
429,430,14,16,9,13,13,37,10,27,13,18,17,35,8,6,7,15,7,12,7,284,1,1,1,1,1,1,1,1,0,1,0,1,0,1,1,1,0,1,1,1,16,Female,Yes,MI,36
430,431,23,22,10,13,15,54,12,56,33,23,22,61,17,6,8,20,7,14,6,422,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,19,Female,Yes,WI,30
431,432,20,27,12,12,13,49,12,43,26,28,10,52,11,5,10,16,11,15,7,379,1,1,0,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,18,Female,No,MI,37
432,433,36,27,14,16,29,100,20,58,16,28,21,83,21,13,12,17,13,18,9,551,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,19,Male,No,CO,49
433,434,23,15,8,12,14,77,18,299,11,53,14,54,18,4,6,16,10,10,4,666,0,1,1,1,1,0,0,1,0,1,1,0,1,1,1,1,1,1,1,1,15,Male,Yes,TX,27
434,435,21,25,12,10,15,265,11,45,13,16,16,25,19,3,12,23,6,17,5,559,1,0,0,1,1,1,0,1,1,1,1,1,0,1,1,1,0,1,1,1,15,Male,Yes,LA,25
435,436,50,54,19,15,25,67,20,55,35,40,27,61,17,10,16,21,31,18,9,590,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,19,Male,No,CA,35
436,437,24,42,6,6,12,33,8,66,10,12,10,172,7,8,6,8,5,29,4,468,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,18,Male,Yes,NY,28
437,438,31,16,19,38,67,72,113,56,16,30,53,32,16,7,9,12,8,16,12,623,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,19,Male,Yes,CA,28
438,439,17,12,8,6,10,23,10,19,14,10,9,29,5,4,7,9,6,9,5,212,1,1,1,1,1,0,1,1,0,1,1,1,0,1,1,1,0,1,1,1,16,Female,Yes,NC,31
439,440,32,88,22,15,22,95,14,60,26,39,21,56,13,6,15,32,11,16,8,591,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,0,1,1,1,17,Male,No,AR,40
440,441,23,16,9,13,12,38,14,62,10,16,14,35,8,8,9,20,7,12,9,335,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,20,Male,Yes,NE,26
441,442,30,23,10,10,13,56,15,34,11,19,13,36,10,4,17,24,5,11,4,345,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,20,Male,Yes,KS,25
442,443,22,13,15,9,10,41,10,41,6,25,9,28,8,4,5,12,5,7,4,274,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,18,Male,Yes,MN,30
443,444,47,121,11,24,28,83,19,63,14,35,20,43,20,6,9,24,11,11,10,599,1,1,0,1,1,0,1,1,1,1,1,1,0,1,1,1,1,1,1,1,17,Female,Yes,TX,33
444,445,19,10,10,7,19,7,16,6,11,8,14,37,11,5,12,7,7,7,7,220,1,1,0,1,1,1,0,0,0,0,0,0,0,1,1,1,1,0,1,1,11,Male,Yes,MI,25
445,446,28,27,12,16,17,45,23,62,14,42,16,48,13,9,15,16,8,12,8,431,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,18,Female,Yes,TX,30
446,447,7,7,11,13,8,24,15,49,42,15,24,32,17,7,12,20,8,10,9,330,1,1,0,0,1,1,0,1,1,1,1,1,1,0,1,1,1,1,1,1,16,Female,Yes,IN,23
447,448,16,20,7,9,13,31,9,30,17,18,11,51,22,4,8,20,7,9,4,306,0,1,1,1,1,1,1,1,0,1,1,1,0,1,1,1,1,1,1,1,17,Male,Yes,MO,28
448,449,35,30,23,10,18,58,21,53,21,57,14,51,11,4,14,22,5,14,5,466,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,0,1,1,1,17,Male,Yes,CA,23
449,450,18,18,12,13,13,24,9,32,10,22,9,29,8,4,7,10,8,6,4,256,1,0,1,1,1,1,1,1,1,1,1,0,0,1,1,1,0,1,1,1,16,Male,Yes,NJ,35
450,451,27,28,14,12,21,44,22,21,23,15,20,41,10,4,25,223,4,11,6,571,1,1,0,1,1,1,1,0,0,1,1,1,0,1,1,0,1,1,1,1,15,Male,Yes,TN,22
451,452,45,23,13,13,20,44,26,59,19,33,15,68,13,5,13,22,9,11,6,457,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,19,Male,Yes,AK,35
452,453,48,69,17,17,26,89,15,48,16,83,27,96,61,6,9,55,16,40,6,744,1,0,0,1,1,1,1,0,1,1,0,1,0,0,1,1,1,1,1,1,14,Male,Yes,PA,24
